Fuel [kg/s],Air [kg/s],Air [C],Catalyst_Porosity,O2 [%],Fuel_outlet_temp
5.092363298205678e-05,0.00022325456185073926,643.3784570427288,0.19942627310686356,4.845488971665129,510.7621202548211
5.014532648760468e-05,0.00023054725636131366,616.7679013437771,0.2004457782494539,5.314920114192398,492.8134254472543
5.231610583539405e-05,0.0002336208786990289,666.2167811269945,0.21447922586328524,4.910749893536367,480.55784532423894
5.2257688105451136e-05,0.00022781163323390034,662.635515384274,0.20222109447943318,4.810627296923377,436.66594502756817
5.289164501600925e-05,0.00023040739147079005,668.7251579244894,0.19176914252128988,4.915912782643573,444.55906240733765
5.5564215576021564e-05,0.00022103864854893882,660.2027719179782,0.21820616501909468,4.981769900518205,486.4643241412352
5.9319531301544344e-05,0.00022529175920319453,660.3762257597266,0.2083876126633239,5.004322464282641,427.7129865212038
5.482405555364896e-05,0.00023470579410165914,645.9135268474164,0.21235703149137297,5.518842462074524,462.76401977842403
5.9046742062478126e-05,0.00022220303882584965,687.2914254113501,0.21837988262717623,5.138871299345258,460.8505958881135
5.811677806750681e-05,0.00023255565092774596,647.6342356130913,0.2175415002519605,4.969828369038114,446.1779849938486
6.02758510666298e-05,0.00021712410872156942,627.1048267794188,0.20949716075818003,5.012112320569136,463.78131258171305
6.0077997965342106e-05,0.0002326310658348698,657.8669513250984,0.22384973503579,4.857176531852748,444.6865540739441
6.0897073797161e-05,0.00023097272116837678,674.8872584614953,0.2153076813617633,4.930972716385565,423.715714254726
6.269558739041836e-05,0.0002006923557711491,707.51718552185,0.21766561062409515,4.8534779375090285,420.26766172176747
6.0400403099709175e-05,0.0002164036141011917,673.6046977587401,0.2117093157979357,5.282123355201879,455.50922456876884
6.481378418715875e-05,0.00022989320644472484,687.8915227088077,0.20473867890228187,4.907079303550476,464.8096726601512
5.901436715483611e-05,0.00023874549812295074,648.0990804452302,0.20921972215383144,4.743144961523092,426.88423763450317
5.843476077034993e-05,0.00024302302651497748,683.2175621283462,0.2142790803310715,4.8564284054691855,499.71160020899396
7.020535320764252e-05,0.0002179376161184518,671.4801865072594,0.22158971826394877,4.9485479777478245,479.21892558287175
6.330246610242052e-05,0.0002320870914299518,654.5454749203058,0.2287832117228017,5.077507997884345,493.411907972894
6.585998167054919e-05,0.00023315419119910398,662.8423692701584,0.21254193502147664,4.970956278478287,455.0758429769909
6.846934309209157e-05,0.0002440387458084436,679.3053032334378,0.21927689973210424,4.7327975072139825,444.0098317570482
7.130873776198829e-05,0.0002225115566948976,640.384139661277,0.21852352910824144,4.77624756753923,456.57919737142055
7.397918893133804e-05,0.00023440852511343984,713.9840502643815,0.22503415272880334,5.065966431525646,452.4116496880775
7.277251195454653e-05,0.0002360861000124389,702.8429905726773,0.2271604448688304,5.029605395583491,457.0372233457846
7.665589813410707e-05,0.0002429792908127227,659.019221772871,0.20976179387169236,4.750796383414734,513.4513633447523
6.859884249241177e-05,0.0002461403758790768,683.6805708013038,0.1999991772165026,4.968778736680736,491.83088056632283
7.352660572922062e-05,0.00024982902818074113,653.0050785249106,0.20739427514373152,4.66677472293877,476.0106847556198
8.120415025409507e-05,0.0002402395196149643,684.7843195868782,0.20620480842760214,4.544074207034106,482.40080197621575
7.429468538714919e-05,0.0002508897957219187,684.061816612317,0.22361217136978045,4.853660352005234,429.1100124674068
6.969742462152057e-05,0.0002537997163453195,627.1914113695829,0.21872390592420912,5.198248649175017,493.8757980410158
7.288461643486744e-05,0.0002506644571164413,679.5790367900718,0.22828399735669086,4.94484364621186,465.56494470445233
7.603640553339184e-05,0.00023765779435328297,656.5509433100052,0.22465850109013952,4.83737304106886,451.662997976443
8.2807077920498e-05,0.00024664609441575917,668.4784753990699,0.2337309519880669,5.05940059724256,460.2198702878502
8.442516938242763e-05,0.0002546528311910028,658.6527543147392,0.2190984620130689,5.241520434233178,448.739028820074
8.171526067005626e-05,0.0002743072965987762,671.3350021478468,0.21963946495366357,4.940851594951678,445.2520891802635
8.298868865305807e-05,0.0002314614667187381,656.1321519275185,0.20948792060800409,4.827502314098986,430.90588610579056
8.480104322597899e-05,0.0002611072439142481,714.8904445483677,0.2243597685108717,5.183346974549537,499.6821754524889
8.297993908116044e-05,0.0002600109092107057,692.03620791241,0.22470104590434165,4.969594206093832,479.5406174298562
7.8175636761264e-05,0.00023804600273399102,651.285878361711,0.21183560138864127,5.013598151999096,506.31212021231386
8.501761198178051e-05,0.00024986840918533247,667.3574499532023,0.22222603164448995,4.788968433347157,472.1425988753741
8.569248930424136e-05,0.00025878189837520564,651.9714838660104,0.21784642211330119,4.626148178388253,457.2337595144695
8.551310851546581e-05,0.000244669922157671,656.6219607247239,0.22521751482449212,5.008507049792515,461.39943686389284
8.489976949465978e-05,0.00026290996278939695,649.180993696114,0.21929609360913385,5.106921589524024,436.8017359478415
9.426442068140473e-05,0.0002625240695669291,641.7513503193736,0.2168923007274011,5.053103971277883,463.5884982427672
8.766050005529128e-05,0.0002560528789168962,642.9184884594902,0.23307607166866537,4.850214036882917,498.96865781698887
9.367249664030818e-05,0.0002652062656546321,635.4245703876726,0.22608371993111098,4.976319152891407,464.4999725971211
9.450374585485992e-05,0.00025285511924108594,657.0742428746378,0.22133366084932923,4.840057968764206,504.9187055276435
8.918763000032948e-05,0.0002635564996166139,666.3503771548925,0.2199225894060191,5.03516871056622,470.4855565219014
9.09312180351809e-05,0.0002561205740801901,677.3497608282622,0.22246648065750957,4.7321553877508675,482.05499445068557
9.313366932713192e-05,0.00028406086205716154,647.2444465019003,0.2321989142397338,4.839542097759042,455.55912272067053
9.47652275117163e-05,0.0002712119221241658,660.1105230336567,0.22767015156978881,5.076175652871379,449.179506330016
9.481366689680437e-05,0.000263726737936316,664.4030504229552,0.22302518275486408,4.966350199184605,457.91088104192875
9.590998480122607e-05,0.00025326761026397076,691.155972583419,0.2241071462830343,4.932928065772996,486.69980797267937
9.812604883875624e-05,0.0002651366932475713,670.2006791610297,0.23123454629567047,4.993870495265367,428.33105771680624
9.702550253957084e-05,0.0002780834927751366,632.4967059927401,0.24731371273603,5.1959577235193795,469.1200146458616
9.669431358077225e-05,0.000254731838662397,677.6253117444561,0.22490326587892107,5.410568619906036,469.9733372420034
9.920811321885683e-05,0.0002837214999292115,673.9314694641007,0.2329541333077034,5.094025637822761,476.7937577888922
0.00010168365346283447,0.0002570172652462797,659.5854672773265,0.23499754156843716,5.065557758935069,471.4645319065186
0.00011011725867961304,0.0002784065708963509,632.6153258401723,0.21742061647115138,5.119994244303222,500.60116667708473
0.00010401247329390886,0.0002555864110824603,655.5839759037373,0.21993108773358422,5.124570775334681,457.89728295347544
0.00010166573371927817,0.0002735399315861568,689.0393791727763,0.23246703320408543,4.820215614776247,478.6980837331306
0.00010504769080327766,0.00026938578098247435,663.8199414200795,0.231471511908556,4.997266696151502,438.6105059299512
0.000110130800153435,0.00026894731787938635,644.288774903743,0.2106012639825956,5.17204546915513,471.8257972550743
0.00010504432361488122,0.0002736469394094692,685.4200353518888,0.2146268703856401,5.208132074728969,466.0720741219507
0.00011042777246770306,0.0002588407422477598,651.5626448628916,0.23821173819206398,4.872205391204897,472.2070955337214
0.0001046878762390471,0.00026824621093087295,709.5447253391931,0.213412256662574,5.232614229126508,471.5975569829568
0.00010796688464813783,0.0002670863356180204,667.5199910677098,0.22796350681231797,5.071387222273593,456.8384946105546
0.0001076753158387025,0.00027743537499133684,646.2054827455574,0.23781712155628054,5.048021955541722,453.77823876588536
0.00011397600243255072,0.00025916421653893006,694.2037960284271,0.24145505765750677,5.077049209308731,464.79205054175145
0.00011499950723891104,0.00028358771924592385,651.813308056561,0.2371396659646559,4.868014367735373,463.22491206626665
0.00011372105923007248,0.0002819808718787689,666.1251520228097,0.22626695097645347,5.036954760487875,455.51918479610083
0.00011356856369009149,0.00028374073171138115,678.1443336734625,0.25565381247242575,4.962927109109093,456.35689460919735
0.00011344424946635496,0.0002694647574231871,671.5045575339584,0.2237156513890373,5.097726341861098,458.45083767522647
0.00011181541938084738,0.000272913564025805,683.6874903851783,0.2320627841827654,5.172785464909156,468.03059296943235
0.0001223322391380547,0.0002671074874779221,685.9775409628614,0.23969891153761877,5.006860543046128,488.27723489646826
0.00011840709465169307,0.0002677715240326894,723.7344007001026,0.21279828914113902,4.793694588983008,487.1101455856344
0.00011504928331907225,0.000277994167215171,653.1250957513213,0.22080898914794425,5.253056229403775,482.84560156007313
0.00012084584461196672,0.0002624300734485998,659.2033218837364,0.23911151390446833,5.201730643592041,487.82666301726886
0.00012238760456717852,0.000272978603320226,679.5217687596385,0.22662561211411358,5.218303634482597,452.86202878937775
0.0001174787581395243,0.0002885661536484912,626.3820764273614,0.24461525942841822,4.72473292298591,440.9262633015739
0.00012680230655378975,0.0002829111126318652,709.2739858406028,0.22968913399879157,5.095182517317129,457.39739987906177
0.00012823451173706572,0.00026648754247556516,690.1847104845248,0.22784676395396733,4.928694609943683,486.4832432077198
0.0001245878743109557,0.0002694759025554133,625.7331917580577,0.24305338993747613,5.363923760055858,456.8183047833448
0.00012584309875899845,0.0002978020415994607,642.9890907035127,0.23768616943863902,5.428588477516262,500.9384939826002
0.00011788443874625519,0.0002859061970356049,628.587239218098,0.23385051621772934,5.324698047958989,456.6940038045138
0.00012544607674340935,0.00028274541191366246,693.9578798032798,0.234748250350489,5.0190666891705344,482.59797091755826
0.00012518768475538878,0.00026664154358470646,675.170260745724,0.24725107976485314,4.82983915289122,480.1416956802973
0.00012078034733772293,0.0002915559064348463,686.1940205158263,0.23268042699394528,5.133300305934383,461.0853882784317
0.00013682737511334068,0.00028735114193449826,753.4217173389596,0.2507366675880731,4.914679764541562,466.2454920337577
0.00012907194257126355,0.0002997001766072321,626.1721441612955,0.21874180453922246,5.015683532936174,480.10551659839354
0.00012832862870523133,0.0002881377084386226,679.6456964193763,0.2363420444617207,4.6510046676979115,480.5704983213635
0.00013128420534020142,0.00028594049129405296,725.7273041340959,0.22848925698811684,4.593217805554436,469.6534006819104
0.00012966290991995176,0.00029787732394674025,640.0695005266175,0.24392482692172723,4.968851753134822,481.1013855060297
0.00012058584045398844,0.0002994916296575395,633.8445291329339,0.22973265204008034,4.763676781676787,472.0211307629969
0.00013295957115737594,0.0002854836165222533,709.5740301387265,0.24119639938477325,4.71186086006574,468.66555266773145
0.00013175387617051835,0.00029497903706597806,664.9186687628178,0.24486103370228296,4.98518233808294,494.5055945151445
0.00013076465459237966,0.0002746752732315414,648.0086035168752,0.2330933984087359,4.977355172129449,478.2732230721524
0.00013591198200766798,0.0003022133023116998,681.9928722901008,0.2484347445929549,5.3144135845387925,495.6423717169311
0.00014969352332885533,0.000291448338294312,683.9565864774953,0.21238519224942132,5.099452633791621,473.1534742672358
0.00013673269638344533,0.0002973310737566523,661.7446509914897,0.21820024863565318,4.732987337133913,458.8454784727685
0.00013144432955680671,0.0002793809544426449,669.0540518293428,0.20166480910297063,5.054394831255401,488.38165094427416
0.000144530937061808,0.0002947261740965788,682.5515064245456,0.23630996544818356,5.158158597728076,460.91766846289926
0.00014570475615184017,0.0002912042199270133,628.3846499788092,0.2450418714865171,5.054256417179758,469.2351886062729
0.00013946084643878934,0.0003061169178245418,674.5270401038383,0.23290210537404135,5.015818155762155,456.231588749596
0.00013332736411114958,0.0003099962935180668,693.124377284758,0.24834233234943312,5.1412372043907055,491.7128126418922
0.00015010464419244155,0.00029873883964592635,660.5399249778675,0.23338872460574395,5.1954681980228665,474.4202656282162
0.00014656050184360598,0.0003064115371912468,696.5310895487507,0.23565117146435619,4.909017090587163,470.1641232689637
0.00014559398956323497,0.00028381866401055566,668.873578295906,0.23786062026160107,5.053614506667671,480.1714971687082
0.00014436716398851936,0.0002947956095794365,682.2959482780628,0.2486141659760572,4.834169859047076,472.17645559151606
0.0001530620286977386,0.0003186170262159082,703.8962112115119,0.24951292712456957,4.869008613123842,475.8449539555778
0.00014857954501028224,0.0003126769649355847,662.5848116292251,0.23787900877059348,4.860352101472741,469.11340960853244
0.00015357663272721635,0.0002911090427942943,656.2859119737768,0.24189303850719734,5.012597825234712,447.01237107423015
0.00014786688883886595,0.00031433997557583107,724.3047525934109,0.23591960713604185,5.277607072738563,482.45471940869487
0.00014193795475782208,0.00029248793276564605,678.9557588467475,0.23609714338652163,5.07359261847064,486.6984350436384
0.00014450251374077358,0.0002958859782126203,637.8982702306627,0.2493540408661815,5.143607148208717,467.1019893774303
0.00015351786356655435,0.00030523817147233594,659.0137448398038,0.25154964901942456,4.924670041793091,449.9612166805128
0.0001619369088272489,0.0003037741008061659,639.0636188171869,0.24986681899963858,5.038258234845051,460.64543819777316
0.00015569596374309238,0.0003056730601369082,700.28674083679,0.2466042371986585,5.270168859262377,466.0984630050248
0.00014976515560922893,0.00029464055295207105,676.6683686587768,0.2515644938454754,5.089307628157881,490.6758356828718
0.00014987446104647507,0.00030678348238032257,651.2339021421674,0.23793657096382542,4.937243664096659,466.63644397981017
0.00014789081141999624,0.0002999312384038714,667.5000515150178,0.2579521687130836,4.854830776885355,453.8301219357225
0.00015433333191782755,0.00029864539565534556,694.98319410109,0.23215082555691025,4.791517434434541,477.5978258914201
0.00016266142148882144,0.0002984879943782233,622.4287159247816,0.23891076347872747,5.2034035220780295,520.2253369374614
0.00016138472898504847,0.0003132512092985406,666.5010025256072,0.2661705070429719,4.905584082326687,482.97200730238444
0.00015589081992972364,0.0003043533998516636,716.8426009222767,0.24672370402385987,4.651057229434945,497.25730926305647
0.00015568608235322457,0.0003154337707985832,686.0954727108164,0.25718311384916875,4.930096957383825,474.68769248811253
0.00015668358399403628,0.000320165740853911,679.2342802827444,0.2629699381040636,5.028276473091424,480.780112101903
0.0001524064123903419,0.000305622800522593,727.7560018612041,0.2585988204676885,5.103059593159099,478.0094830046158
0.00015681168996927572,0.00030183617839394067,691.4196536884814,0.24641366328179193,4.703434039674839,465.3920730026432
0.0001590375593889783,0.0002951027728410842,668.1921090071343,0.232212087374021,5.042666372861865,461.51366940769276
0.00015970372309373197,0.0003324360693232078,643.3732193076033,0.24085546005214456,4.982598719895297,495.456284179663
0.00015845692761173665,0.0003206447560418751,669.6776938960069,0.25436419490234535,5.1213409746907494,450.70654950702266
0.00016577518338229143,0.0003115833995089204,665.9402021675537,0.26101238748171884,4.780763355370304,472.62792919550077
0.0001741158682520236,0.0002959122344368329,682.1839569806772,0.2518967403895215,4.9546128047120925,483.95843212415537
0.00017465653341893053,0.0003220464629030868,650.4927212818528,0.23300352787691755,4.854452210941383,519.2361440604899
0.00016338551240888913,0.00032404430005289134,719.193167321864,0.2456202533683055,4.684619836067733,456.8479851989252
0.00015244913567759256,0.00031672184699589904,678.057167900855,0.268665485250928,5.0341159850609065,478.77826131191307
0.00017341870085618185,0.0003203603222720043,695.5463735979828,0.23714668429377064,4.593889903811487,482.40710414882557
0.00016377992307517578,0.0003035889867106454,683.0181247886707,0.2490063489207836,5.265152635983467,437.67086397274164
0.0001701646610458964,0.0003366720266201051,638.3097210248504,0.2476831531714674,4.7261804407980375,471.47376052786507
0.00017671996270763557,0.0003216526411878434,656.8824464160498,0.24323950655218576,5.115002029294834,436.48412038717714
0.0001736015031160067,0.00034443587036436915,647.4085595586921,0.24665218383405568,5.011789777725589,458.40252014852723
0.00016892955990777995,0.00031587592537047975,655.8570045166289,0.255743205249811,5.028156779840623,493.25095725004314
0.00019042678017610595,0.00033845564849818195,656.0750255481971,0.27238214658479953,5.087828721654869,482.7289199308601
0.00018671332043292653,0.0003189073071931886,728.5377861141336,0.26126497940619475,4.981827281444727,497.63055134861753
0.0001808033518308818,0.0003015968579943522,694.3157366608935,0.2528987081059484,4.9799418225109084,473.3044881624589
0.0001789948698353689,0.00033505896718539086,680.2068902857173,0.24545582566040833,5.03286538415023,487.2984238748185
0.00019092778650807083,0.0003267042374954948,630.7952082952181,0.2524237518488903,4.407585532464967,461.9807776798993
0.00017822314592902863,0.0003056657085747322,706.807535587599,0.24674191105201143,5.194553513376362,469.88077393876176
0.00018062501595798983,0.00031907843246624205,745.5326734920704,0.2631194480180557,4.860426014966509,458.3802010753131
0.00017127515535326983,0.000316322486670189,646.9451995946234,0.2674526912423589,5.088873413812327,475.3584743982821
0.00017515688398055026,0.0003155242344268927,652.6997295319388,0.24760114525030547,5.0116582070192,453.45018342259766
0.0001853569003337369,0.00034637232197006835,604.7426803644427,0.24520990316880695,4.974470191083814,471.8444954563368
0.00019021591417729567,0.00033038619301105484,700.3964069322263,0.2539042254971085,5.285168417891212,534.853156570833
0.0001787556704348358,0.0003285048223297512,668.2374022394063,0.24443236353072254,4.945404661909454,518.0802952951959
0.00019166727528259952,0.00033021299936821587,632.9005541485615,0.2587075192862663,4.83856671123558,484.6299424476696
0.0001803137716649884,0.0003324540325890698,687.5599412210074,0.2569607651444513,4.329233343633929,445.431646880686
0.0001906868261274846,0.000373999233504463,676.6363985634284,0.2548708264211097,4.748663384188364,502.7385258516237
0.0001974415596243453,0.0003215689360883787,697.829188450069,0.24402163226598295,5.663568943334482,462.10066970189945
0.00020645042981813785,0.0003399970616479591,679.7277027215642,0.2659013213115425,5.176611805161098,487.5123521607051
0.00018632052355486907,0.00033598725197522594,728.0788462629646,0.2580131253850421,5.081594019828998,479.31400543482016
0.00019107141048680605,0.0003356490871153441,676.8179747813884,0.272956895362196,4.907096244656627,506.1339260983077
0.00019442352439709776,0.0003377445389271068,678.3327476876578,0.25527516186925675,4.802101117497955,505.9714950857893
0.000187722128339139,0.0003317014665112858,673.3280793045451,0.24940669071555455,4.955154966349343,489.1586354957374
0.00019025597294744918,0.00031703025081372444,682.5374020434451,0.25073409497438015,5.088019425122364,468.0157724007409
0.00019667210090449874,0.0003523353763122644,663.3969446385559,0.2526502963430777,4.881423942800879,464.23351936599016
0.0001912310529177001,0.000344307952779898,636.3446435685385,0.2617338428148063,5.186273819402155,511.13251641451797
0.00020750383628847312,0.0003469761007812902,726.024092632957,0.28821065988850664,4.837722490144906,476.6199452533001
0.0001926121122685546,0.00032928472424148856,656.2225057063268,0.25880045945840074,5.267783986018273,472.00287287018244
0.00021769667454873406,0.0003446849304314564,652.7710492535598,0.2649861734355393,4.965334386447747,480.3012166381257
0.00018428365391910155,0.00030783795814485457,688.5319824416285,0.2570900371336382,4.9380650308375795,466.80653292019264
0.00020194535229585262,0.0003491438158907187,696.6988044889835,0.27277808746101695,5.187736890618785,472.83769307793517
0.00019742939325329456,0.00034330378259951844,647.6650503727974,0.2648016941301826,4.685048401694098,497.11404677545966
0.0002089981032136199,0.00035041853209587617,660.1521553826382,0.2685492561110413,4.992727494277405,465.03518949315617
0.00022194824619264952,0.00032256916100589566,688.1693066446823,0.26110819996211976,4.869725818336868,519.7788877056026
0.0002152680641117789,0.000353543899885017,708.0633756533058,0.2542635576742295,4.861840509580617,491.10072426832664
0.00020734026095163894,0.00033858362415453756,692.190350583352,0.27838267457843097,5.332206854565382,486.44149991495647
0.0002052163910922907,0.00033845024030817203,690.0063263076067,0.25598861715216886,5.047543051766853,474.929733022805
0.00021567558874701313,0.0003672195213813465,682.4288180152071,0.2504997774573991,5.097807182505045,477.89238699960083
0.00020819883534391463,0.000343033801268956,654.8081576671924,0.2610178192512384,5.227157346322872,511.3912174288785
0.00020100672511020907,0.000360885678343154,662.7449049710344,0.27720444112975373,4.805281677780714,481.2457156096958
0.00018956343219204183,0.000343215729754205,654.7911064501151,0.27764166905126675,5.076830207090842,531.5365014597365
0.00019189400413554864,0.00036322864865822484,660.7359580430584,0.28202593354690925,4.56986957907553,520.4392254658266
0.00022304634662590427,0.0003586717490804646,697.159771230533,0.24997832350992322,5.31478573606797,485.7544304319925
0.0002018654719366281,0.0003599685851605091,637.9409364870955,0.28588313469935706,4.504762077616321,475.6811545095711
0.0002038523953168818,0.00036390379191268327,705.1980646519188,0.25859502879049806,4.569264463415057,479.43416096493934
0.00022150035362838194,0.0003682081495986428,678.8589639256552,0.253833441304174,5.302429283705723,460.56388405280717
0.00023196208116018223,0.0003563290686835113,653.7039435156896,0.2737004186117405,4.77204953611558,485.9731871854242
0.00020176415779869417,0.00034836122292925594,689.1727942764904,0.26220553627081045,5.04598552194826,487.9439898060139
0.0002166901074421414,0.000366293164948725,731.1909638690732,0.28895266200896186,5.099456883029864,494.7192285766405
0.00023683946452092723,0.00036415368387393305,647.9794642384858,0.27414172485792,4.938393891346687,519.4125769587674
0.00021935695753933467,0.00037182242456228106,694.6335326055962,0.27598107425817026,4.973256363512187,481.5480338543802
0.00022393252233689047,0.0003718135765262747,685.5084641724313,0.2618113104608295,4.90414774508255,444.30067995243576
0.00022249720586896824,0.00036833078110821196,625.0149479505615,0.269888245128598,5.1656708050383715,512.845654867706
0.00021112509908413285,0.0003624013816293473,694.5815948513649,0.2777339200534402,5.52763106679488,474.56337915429026
0.00023324079656867938,0.00039592081760445096,655.0565689635939,0.25036715472325793,5.019538294412371,484.9580252725225
0.00022019830318887088,0.00035019007233988544,653.4868653711004,0.28860156954704425,5.139786583321868,518.2049081707761
0.0002323979191369182,0.0003623742302219669,695.4130094774571,0.26956888808276935,4.827537789598717,500.6243822046115
0.0002252255427147825,0.0003623749645002566,646.6291871471609,0.26600683426554594,4.972292266611113,488.8782389866685
0.0002208823906995146,0.0003757114233085915,696.2659102058009,0.29420845759162645,5.080074467165108,499.66811085015763
0.000234801358835912,0.00034444135340279343,629.5504564003643,0.2784437685736326,4.791604320719492,490.8850566371331
0.00022297538323515635,0.0003773617666293802,709.834439979938,0.266195524305284,4.975432155995117,524.0663958536521
0.00023512820023215454,0.0003833445149061834,656.6574205765264,0.24927177540063583,4.81218123701497,491.5049089058199
0.00024386318532205014,0.00035578142059371914,639.3499779853457,0.27159882358866083,4.979802295798996,456.2040448624789
0.00024137038477596264,0.0003461966341834034,664.2063796369828,0.26964566972290743,5.105199611978471,504.7445055203656
0.0002141476813721408,0.00036942428939609913,644.0825527153306,0.27495208546773503,5.0525932806260645,536.083458977753
0.00024781325563618393,0.00039067088166267486,676.064058580931,0.2661814444821011,5.04989763049715,506.34547603687673
0.00024049983393886585,0.0003718692176603834,676.5908130168193,0.28110927668416613,5.017095907252687,493.34763660990683
0.00023272695015910647,0.0003579150198746167,696.1431845293507,0.2679249196923895,5.193301047124866,481.696807745202
0.00023226129876894057,0.00035812919847251745,694.9894338458636,0.26092190701892004,5.155411512910674,489.0775315299216
0.0002333436182082063,0.0003612035498683793,689.6830520502342,0.28104383502028824,5.299191954651267,494.2483488256339
0.00024225757777482945,0.00034868261029091314,698.7582576923517,0.25693999108526006,5.0462613222783705,500.1875531015255
0.0002406664242711421,0.0003913106556703188,668.7452854391169,0.27404476738522987,4.8646961828167194,497.4498596673967
0.00023538887041665098,0.0003853853767537451,654.4574311634268,0.30393157618032557,5.141948213155084,494.08236917728965
0.0002377927695282442,0.00037330021275797565,673.6223550884123,0.27120327371412634,4.923096478241861,476.6201357030403
0.00022062720396649247,0.0003639571057527489,683.3959037808997,0.27384688892824166,5.12270450064626,456.3145959022592
0.0002328332201364129,0.0003562892208392693,691.2160223029379,0.27993331502287533,5.223330910405021,487.2504253064643
0.00022887384908417202,0.0003814282380798348,738.252630009242,0.2829223220382573,4.905922992974869,498.1723390071294
0.00025142828119366893,0.00037843909472573133,634.3986547315282,0.2798003900637516,5.050003646781709,496.6323024086989
0.00023661574281298107,0.00037811051449512903,725.3355735002161,0.26679935914653385,4.6278175348590995,477.54487790574336
0.0002342373725676793,0.00037350795676786006,605.8963700507786,0.26933540226855035,5.398876296823543,476.5205987137871
0.00024782703001022775,0.00037768102844407944,670.5121691886304,0.28115624226816943,5.006445955300779,472.56496904844676
0.00024202620490463151,0.0003978851026869887,705.6194974841226,0.2970262347248938,4.802816235442265,525.0960858077203
0.00023402964044008634,0.00035719731541531443,644.0519742648078,0.2665048786309407,5.046084264009547,461.3003762011405
0.0002622852941037088,0.00037891782890312804,631.4211454606412,0.29310692130448546,4.729319360415162,494.84115001224535
0.00025720270880778053,0.000377048633623614,725.0181976643842,0.2701622234315577,5.003178590637608,507.6695760922304
